va	rva	size	module	source	symbol
0x140015930	0x15930	64	achievement	original/achievement.cpp	achievement_checkForPlatinum
0x140015970	0x15970	60	achievement	original/achievement.cpp	achievement_complete
0x1400159B0	0x159B0	3	achievement	original/achievement.cpp	achievement_destroy
0x1400159C0	0x159C0	5	achievement	original/achievement.cpp	achievement_getcomplete
0x1400159D0	0x159D0	14	achievement	original/achievement.cpp	achievement_getcount
0x1400159E0	0x159E0	14	achievement	original/achievement.cpp	achievement_update
0x1400159F0	0x159F0	8	ai	original/ai.c	__local_stdio_printf_options
0x140015A00	0x15A00	204	ai	original/ai.c	ai_CheckBounds
0x140015AD0	0x15AD0	97	ai	original/ai.c	ai_Death
0x140015B40	0x15B40	417	ai	original/ai.c	ai_DefendCheck
0x140015CF0	0x15CF0	270	ai	original/ai.c	ai_FindFarPlayer
0x140015E00	0x15E00	245	ai	original/ai.c	ai_FindNearestPlayer
0x140015F00	0x15F00	870	ai	original/ai.c	ai_FireWeapon
0x140016270	0x16270	22	ai	original/ai.c	ai_GetAIHandle
0x140016290	0x16290	76	ai	original/ai.c	ai_GetAiDataValue
0x1400162E0	0x162E0	32	ai	original/ai.c	ai_GetAiDataValueN
0x140016300	0x16300	33	ai	original/ai.c	ai_GetAiSeqValue
0x140016330	0x16330	386	ai	original/ai.c	ai_HthAttack
0x1400164C0	0x164C0	697	ai	original/ai.c	ai_LoadAI
0x140016780	0x16780	3	ai	original/ai.c	ai_Main
0x140016790	0x16790	386	ai	original/ai.c	ai_RangedAttack
0x140016920	0x16920	581	ai	original/ai.c	ai_SeqAttack
0x140016B70	0x16B70	252	ai	original/ai.c	ai_SetTarget
0x140016C70	0x16C70	382	ai	original/ai.c	ai_Throw
0x140016DF0	0x16DF0	48	ai	original/ai.c	ai_ValidateData
0x140016E20	0x16E20	436	ai	original/ai.c	ai_WalkToPoint
0x140016FE0	0x16FE0	835	ai	original/ai.c	ai_WalkWayPoints
0x140017330	0x17330	212	ai	original/ai.c	ai_WalktoPlayer
0x140017410	0x17410	93	ai	original/ai.c	sprintf
0x140017470	0x17470	201	alloc	original/alloc.c	memalloc
0x140017540	0x17540	165	alloc	original/alloc.c	memfree
0x1400175F0	0x175F0	49	alloc	original/alloc.c	meminit
0x140017630	0x17630	12	alloc	original/alloc.c	memsize
0x140017640	0x17640	119	alltext	original/alltext.c	generateAllText
0x1400176C0	0x176C0	29	alltext	original/alltext.c	getDefaultFontFile
0x1400176E0	0x176E0	109	alltext	original/alltext.c	getFontFile
0x140017750	0x17750	310	anim	original/anim.c	anim_AddNextAnimSeq
0x140017890	0x17890	114	anim	original/anim.c	anim_CheckSlack
0x140017910	0x17910	208	anim	original/anim.c	anim_CreateObject
0x1400179E0	0x179E0	868	anim	original/anim.c	anim_CreateTweenFrame
0x140017D50	0x17D50	672	anim	original/anim.c	anim_ForceNextAnimSeq
0x140017FF0	0x17FF0	1279	anim	original/anim.c	anim_GetAnimFrame
0x1400184F0	0x184F0	143	anim	original/anim.c	anim_GlobalInit
0x140018580	0x18580	837	anim	original/anim.c	anim_GoNextAnimFrame
0x1400188D0	0x188D0	366	anim	original/anim.c	anim_HandleSound
0x140018A40	0x18A40	264	anim	original/anim.c	anim_InitAnimations
0x140018B50	0x18B50	492	anim	original/anim.c	anim_MotionRecovery
0x140018D40	0x18D40	98	anim	original/anim.c	anim_ProcessAnimations
0x140018DB0	0x18DB0	964	anim	original/anim.c	anim_SkipToStartFrame
0x140019180	0x19180	642	anim	original/anim.c	anim_SoundStart
0x140019410	0x19410	361	anim	original/anim.c	console_AnimCommand
0x140019580	0x19580	75	anim	original/anim.c	shouldPlayAnimSound
0x1400195D0	0x195D0	144	anim	original/anim.c	shouldReplayAnimSound
0x140019660	0x19660	33	animctrl	original/animctrl.c	animctrl_MotionChain
0x140019690	0x19690	138	animctrl	original/animctrl.c	animctrl_MotionComboChain
0x140019720	0x19720	74	animctrl	original/animctrl.c	animctrl_MotionEqualLock
0x140019770	0x19770	74	animctrl	original/animctrl.c	animctrl_MotionLock
0x1400197C0	0x197C0	92	animctrl	original/animctrl.c	animctrl_MotionLockLevel
0x140019820	0x19820	61	animctrl	original/animctrl.c	animctrl_MotionNoLock
0x140019860	0x19860	100	animutil	original/animutil.c	anim_CheckFreeze
0x1400198D0	0x198D0	37	animutil	original/animutil.c	anim_GetSeqFrameRange
0x140019900	0x19900	23	animutil	original/animutil.c	anim_GetTargetContext
0x140019920	0x19920	23	animutil	original/animutil.c	anim_GetTargetPartNum
0x140019940	0x19940	31	animutil	original/animutil.c	anim_GetTargetSeqPtr
0x140019960	0x19960	133	animutil	original/animutil.c	anim_ResetJedi
0x1400199F0	0x199F0	3	animutil	original/animutil.c	anim_gDumpSeq
0x140019A00	0x19A00	26	animutil	original/animutil.c	animutl_FlushSeqQueue
0x140019A20	0x19A20	15	animutil	original/animutil.c	animutl_GetCurrentLock
0x140019A30	0x19A30	19	animutil	original/animutil.c	animutl_GetLockLevel
0x140019A50	0x19A50	42	animutil	original/animutil.c	animutl_GetPercentPlayed
0x140019A80	0x19A80	15	animutil	original/animutil.c	animutl_GetTweeningFramesLeft
0x140019A90	0x19A90	121	animutil	original/animutil.c	animutl_GetWindow
0x140019B10	0x19B10	26	animutil	original/animutil.c	animutl_SetCurrentLock
0x140019B30	0x19B30	29	animutil	original/animutil.c	animutl_gGetCurrentAnimLength
0x140019B50	0x19B50	36	animutil	original/animutil.c	animutl_gGetCurrentFrameIndex
0x140019B80	0x19B80	27	animutil	original/animutil.c	animutl_gPauseAnim
0x140019BA0	0x19BA0	179	animutil	original/animutil.c	animutl_gRestartAnim
0x140019C60	0x19C60	35	animutil	original/animutil.c	animutl_gScaleAnimFrameRate
0x140019C90	0x19C90	14	animutil	original/animutil.c	animutl_gSetAnimFrameRate
0x140019CA0	0x19CA0	35	animutil	original/animutil.c	animutl_gSetCurrentFrameIndex
0x140019CD0	0x19CD0	15	animutil	original/animutil.c	animutl_gUnPauseAnim
0x140019CE0	0x19CE0	25	boss	original/boss.c	ai_Deadly
0x140019D00	0x19D00	6	boss	original/boss.c	ai_Destroyer
0x140019D10	0x19D10	448	boss	original/boss.c	ai_JarJar
0x140019ED0	0x19ED0	1977	boss	original/boss.c	ai_Kadu
0x14001A690	0x1A690	51	boss	original/boss.c	ai_Krakis
0x14001A6D0	0x1A6D0	1143	boss	original/boss.c	ai_LoaderDroid
0x14001AB50	0x1AB50	527	boss	original/boss.c	ai_Maul
0x14001AD60	0x1AD60	237	boss	original/boss.c	ai_Mtt
0x14001AE50	0x1AE50	191	boss	original/boss.c	ai_ShowFlags
0x14001AF10	0x1AF10	249	boss	original/boss.c	ai_Sphere
0x14001B010	0x1B010	1148	boss	original/boss.c	ai_StarFighter
0x14001B490	0x1B490	587	boss	original/boss.c	ai_Thug
0x14001B6E0	0x1B6E0	2927	boss	original/boss.c	ai_TurretDroid
0x14001C250	0x1C250	51	boss	original/boss.c	ai_Worm
0x14001C290	0x1C290	414	boss	original/boss.c	boss_StarFighterBlaster
0x14001C430	0x1C430	93	boss	original/boss.c	maul_PushCallBack
0x14001C490	0x1C490	93	boss	original/boss.c	maul_RingCallBack
0x14001C4F0	0x1C4F0	833	boss	original/boss.c	maul_ZapCallBack
0x14001C840	0x1C840	227	brain	original/brain.c	brain_CheckForEffects
0x14001C930	0x1C930	3954	brain	original/brain.c	brain_ControlPlayer
0x14001D8B0	0x1D8B0	125	brain	original/brain.c	brain_DoRingOffEffect
0x14001D930	0x1D930	111	brain	original/brain.c	brain_DoRingOnEffect
0x14001D9A0	0x1D9A0	680	brain	original/brain.c	brain_GroundControl
0x14001DC50	0x1DC50	85	brain	original/brain.c	brain_HangCallback
0x14001DCB0	0x1DCB0	336	brain	original/brain.c	brain_LockOn
0x14001DE00	0x1DE00	68	brain	original/brain.c	brain_SetFallTrajectory
0x14001DE50	0x1DE50	126	brain	original/brain.c	brain_SetJumpTrajectory
0x14001DED0	0x1DED0	258	brain	original/brain.c	brain_SetTrajectory
0x14001DFE0	0x1DFE0	136	brain	original/brain.c	brain_SkidCallBack
0x14001E070	0x1E070	60	brain	original/brain.c	brain_SwapVelDirCallBack
0x14001E0B0	0x1E0B0	154	brain	original/brain.c	brain_TakeOff
0x14001E150	0x1E150	284	brain	original/brain.c	brain_ThrowEnder
0x14001E270	0x1E270	477	brain	original/brain.c	brain_ValidateLockOn
0x14001E450	0x1E450	239	braindmg	original/braindmg.c	braindmg_AirHitReaction
0x14001E540	0x1E540	71	braindmg	original/braindmg.c	braindmg_BlockEffects
0x14001E590	0x1E590	779	braindmg	original/braindmg.c	braindmg_Blocking
0x14001E8A0	0x1E8A0	4255	braindmg	original/braindmg.c	braindmg_DamageControl
0x14001F940	0x1F940	102	braindmg	original/braindmg.c	braindmg_DamageEffects
0x14001F9B0	0x1F9B0	111	braindmg	original/braindmg.c	braindmg_DamageTracker
0x14001FA20	0x1FA20	1577	braindmg	original/braindmg.c	braindmg_DeathReaction
0x140020050	0x20050	161	braindmg	original/braindmg.c	braindmg_FindHitReaction
0x140020100	0x20100	563	braindmg	original/braindmg.c	braindmg_HitReaction
0x140020340	0x20340	462	braindmg	original/braindmg.c	braindmg_LevelDamage
0x140020510	0x20510	38	braindmg	original/braindmg.c	braindmg_LogHits
0x140020540	0x20540	31	braindmg	original/braindmg.c	braindmg_ResetDamageTracker
0x140020560	0x20560	214	brainutl	original/brainutl.c	brainutil_PauseControl
0x140020640	0x20640	286	brainutl	original/brainutl.c	brainutil_PlotMaulTrajectory
0x140020760	0x20760	1086	brainutl	original/brainutl.c	brainutil_PlotTrajectory
0x140020BA0	0x20BA0	109	brainutl	original/brainutl.c	brainutil_ReverseCheck
0x140020C10	0x20C10	17	brainutl	original/brainutl.c	brainutil_limitRange
0x140020C30	0x20C30	69	brainutl	original/brainutl.c	brainutl_AddSabreEdge
0x140020C80	0x20C80	1543	brainutl	original/brainutl.c	brainutl_ConformGeomNodes
0x140021290	0x21290	18	brainutl	original/brainutl.c	brainutl_DeltaTime
0x1400212B0	0x212B0	27	brainutl	original/brainutl.c	brainutl_ElapsedTime
0x1400212D0	0x212D0	30	brainutl	original/brainutl.c	brainutl_FindLSB
0x1400212F0	0x212F0	29	brainutl	original/brainutl.c	brainutl_FindLSB_LV
0x140021310	0x21310	249	brainutl	original/brainutl.c	brainutl_HeldPad
0x140021410	0x21410	382	brainutl	original/brainutl.c	brainutl_Land
0x140021590	0x21590	362	brainutl	original/brainutl.c	brainutl_MultiPad
0x140021700	0x21700	61	brainutl	original/brainutl.c	brainutl_PlayMotionSound
0x140021740	0x21740	363	brainutl	original/brainutl.c	brainutl_gGetNearestTarget
0x1400218B0	0x218B0	398	bucket	original/bucket.c	bucketCopy
0x140021A40	0x21A40	234	bucket	original/bucket.c	bucketDecompressRLRandom
0x140021B30	0x21B30	455	bucket	original/bucket.c	bucketFindFile
0x140021D00	0x21D00	438	bucket	original/bucket.c	bucketFindSubname
0x140021EC0	0x21EC0	42	bucket	original/bucket.c	bucketFront
0x140021EF0	0x21EF0	6	bucket	original/bucket.c	bucketHandleCommand
0x140021F00	0x21F00	6	bucket	original/bucket.c	bucketHandler
0x140021F10	0x21F10	19	bucket	original/bucket.c	bucketJedi
0x140021F30	0x21F30	113	bucket	original/bucket.c	bucketLevelLoad
0x140021FB0	0x21FB0	12	bucket	original/bucket.c	bucketLevels
0x140021FC0	0x21FC0	347	bucket	original/bucket.c	bucketLoadBuk
0x140022120	0x22120	130	bucket	original/bucket.c	bucketRLDecompress
0x1400221B0	0x221B0	72	bucket	original/bucket.c	bucketStringToCaps
0x140022200	0x22200	12	bucket	original/bucket.c	checkBucketFP
0x140022210	0x22210	3	bucket	original/bucket.c	closeBucketLog
0x140022220	0x22220	137	bucket	original/bucket.c	debugBucket
0x1400222B0	0x222B0	148	bucket	original/bucket.c	gammaHandler
0x140022350	0x22350	12	bucket	original/bucket.c	gdirHandler
0x140022360	0x22360	5	bucket	original/bucket.c	gdirOutput
0x140022370	0x22370	42	bucket	original/bucket.c	initBucket
0x1400223A0	0x223A0	173	bucket	original/bucket.c	memConsoleHandler
0x140022450	0x22450	3	bucket	original/bucket.c	openBucket
0x140022460	0x22460	11	bucket	original/bucket.c	openBucketLog
0x140022470	0x22470	3	bucket	original/bucket.c	pauseUnpauseBucket
0x140022480	0x22480	83	bucket	original/bucket.c	printf
0x1400224E0	0x224E0	244	bucket	original/bucket.c	ramBukChecksum
0x1400225E0	0x225E0	3	bucket	original/bucket.c	updateBucket
0x1400225F0	0x225F0	347	bucket	original/bucket.c	updateBucketWrapper
0x140022750	0x22750	17	bucket	original/bucket.c	vmemHandler
0x140022770	0x22770	11	bucket	original/bucket.c	writeBucketFileLog
0x140022780	0x22780	30	bullet	original/bullet.c	TerminateSFXString
0x1400227A0	0x227A0	61	bullet	original/bullet.c	bullet_AllocProjectile
0x1400227E0	0x227E0	2178	bullet	original/bullet.c	bullet_CallBack
0x140023070	0x23070	3	bullet	original/bullet.c	bullet_Dummy
0x140023080	0x23080	124	bullet	original/bullet.c	bullet_Explosion
0x140023100	0x23100	5	bullet	original/bullet.c	bullet_FreeProjectile
0x140023110	0x23110	608	bullet	original/bullet.c	bullet_InitProjectilePool
0x140023370	0x23370	909	bullet	original/bullet.c	bullet_ShootProjectile
0x140023700	0x23700	42	camera	original/camera.c	camLerp
0x140023730	0x23730	279	camera	original/camera.c	camera_Camera2ViewVector
0x140023850	0x23850	578	camera	original/camera.c	camera_CameraSlide
0x140023AA0	0x23AA0	66	camera	original/camera.c	camera_GetCamera
0x140023AF0	0x23AF0	7	camera	original/camera.c	camera_GetCurrentCameraType
0x140023B00	0x23B00	96	camera	original/camera.c	camera_GetLocation
0x140023B60	0x23B60	7	camera	original/camera.c	camera_GetViewType
0x140023B70	0x23B70	331	camera	original/camera.c	camera_RestoreCameras
0x140023CC0	0x23CC0	99	camera	original/camera.c	camera_ScrollCamera
0x140023D30	0x23D30	2093	camera	original/camera.c	camera_SetCameraPos
0x140024560	0x24560	832	camera	original/camera.c	camera_SetCameras
0x1400248A0	0x248A0	97	camera	original/camera.c	camera_SetCurrentCameraType
0x140024910	0x24910	36	camera	original/camera.c	camera_SetFocusedCameraFocus
0x140024940	0x24940	17	camera	original/camera.c	camera_SetShake
0x140024960	0x24960	7	camera	original/camera.c	camera_SetViewType
0x140024970	0x24970	93	camera	original/camera.c	camera_SnapCamera
0x1400249D0	0x249D0	2785	camera	original/camera.c	camera_StuffCamera
0x1400254C0	0x254C0	5	camera	original/camera.c	camera_gGetLocation
0x1400254D0	0x254D0	171	camera	original/camera.c	console_CamerasCommand
0x140025580	0x25580	28	camera	original/camera.c	lerp
0x1400255A0	0x255A0	23	camera	original/camera.c	map
0x1400255C0	0x255C0	67	camera	original/camera.c	mapClamped
0x140025610	0x25610	31	camera	original/camera.c	mapDouble
0x140025630	0x25630	197	collisn	original/collisn.c	coll_4DCollision
0x140025700	0x25700	37	collisn	original/collisn.c	coll_CheckForEventNode
0x140025730	0x25730	37	collisn	original/collisn.c	coll_CheckForHotNode
0x140025760	0x25760	37	collisn	original/collisn.c	coll_CheckForSabreNode
0x140025790	0x25790	952	collisn	original/collisn.c	coll_CheckNodeCollision
0x140025B50	0x25B50	1361	collisn	original/collisn.c	coll_CheckProjectileCollision
0x1400260B0	0x260B0	37	collisn	original/collisn.c	coll_ChkNodeFlags
0x1400260E0	0x260E0	38	collisn	original/collisn.c	coll_ClrNodeFlags
0x140026110	0x26110	28	collisn	original/collisn.c	coll_GetNode
0x140026130	0x26130	62	collisn	original/collisn.c	coll_GetNodeCenter
0x140026170	0x26170	32	collisn	original/collisn.c	coll_GetNodeRotation
0x140026190	0x26190	32	collisn	original/collisn.c	coll_GetNodeRotationAbs
0x1400261B0	0x261B0	57	collisn	original/collisn.c	coll_GetNodeRotationDelta
0x1400261F0	0x261F0	32	collisn	original/collisn.c	coll_GetNodeTranslation
0x140026210	0x26210	32	collisn	original/collisn.c	coll_GetNodeVelocity
0x140026230	0x26230	76	collisn	original/collisn.c	coll_IncNodeRotationAbs
0x140026280	0x26280	76	collisn	original/collisn.c	coll_IncNodeRotationDelta
0x1400262D0	0x262D0	58	collisn	original/collisn.c	coll_ResetCollisionSystem
0x140026310	0x26310	71	collisn	original/collisn.c	coll_ResetPlayerCollision
0x140026360	0x26360	48	collisn	original/collisn.c	coll_SetNodeFlags
0x140026390	0x26390	76	collisn	original/collisn.c	coll_SetNodeRotationAbs
0x1400263E0	0x263E0	76	collisn	original/collisn.c	coll_SetNodeRotationDelta
0x140026430	0x26430	54	collisn	original/collisn.c	coll_SetNodeTranslation
0x140026470	0x26470	33	collisn	original/collisn.c	coll_SetNodeZBufferOffset
0x1400264A0	0x264A0	267	collisn	original/collisn.c	coll_gCheckHotNodes
0x1400265B0	0x265B0	143	collisn	original/collisn.c	coll_gRegisterNode
0x140026640	0x26640	38	collisn	original/collisn.c	old_coll_ZeroNodeTranslation
0x140026670	0x26670	3	colorb	original/colorb.c	cb_DrawList
0x140026680	0x26680	51	colorb	original/colorb.c	cb_FreeList
0x1400266C0	0x266C0	12	colorb	original/colorb.c	cb_InitColorBasic
0x1400266D0	0x266D0	184	colorb	original/colorb.c	console_CircleCommand
0x140026790	0x26790	225	colorb	original/colorb.c	console_LineCommand
0x140026880	0x26880	201	colorb	original/colorb.c	console_MoveCommand
0x140026950	0x26950	434	colorb	original/colorb.c	console_PointCommand
0x140026B10	0x26B10	83	colorb	original/colorb.c	console_ScreenClearCommand
0x140026B70	0x26B70	1680	combo	original/combo.c	combo_CheckCombo
0x140027200	0x27200	209	combo	original/combo.c	combo_CheckHeldPad
0x1400272E0	0x272E0	342	combo	original/combo.c	combo_CheckPreCombo
0x140027440	0x27440	36	combo	original/combo.c	combo_GetHeldTime
0x140027470	0x27470	568	combo	original/combo.c	combo_InitComboData
0x1400276B0	0x276B0	409	combo	original/combo.c	combo_ReadCombo
0x140027850	0x27850	596	combo	original/combo.c	combo_ResetComboEngine
0x140027AB0	0x27AB0	51	combo	original/combo.c	combo_ValidComboAward
0x140027AF0	0x27AF0	265	compress	original/compress.c	comp_AddFrames
0x140027C00	0x27C00	206	compress	original/compress.c	comp_GetDeltaFrame
0x140027CD0	0x27CD0	100	compress	original/compress.c	comp_GetFrameTrans
0x140027D40	0x27D40	1081	compress	original/compress.c	comp_GetSVector
0x140028180	0x28180	100	console	original/console.c	ascii2hex
0x1400281F0	0x281F0	171	console	original/console.c	console_AddCommand
0x1400282A0	0x282A0	163	console	original/console.c	console_AddString
0x140028350	0x28350	131	console	original/console.c	console_BackSpace
0x1400283E0	0x283E0	230	console	original/console.c	console_ClearCommandLine
0x1400284D0	0x284D0	76	console	original/console.c	console_Cls
0x140028520	0x28520	145	console	original/console.c	console_CommandCard
0x1400285C0	0x285C0	81	console	original/console.c	console_CommandCls
0x140028620	0x28620	308	console	original/console.c	console_CommandColor
0x140028760	0x28760	148	console	original/console.c	console_CommandDelete
0x140028800	0x28800	129	console	original/console.c	console_CommandDir
0x140028890	0x28890	64	console	original/console.c	console_CommandDump
0x1400288D0	0x288D0	60	console	original/console.c	console_CommandExit
0x140028910	0x28910	159	console	original/console.c	console_CommandHelp
0x1400289B0	0x289B0	330	console	original/console.c	console_CommandHistory
0x140028B00	0x28B00	657	console	original/console.c	console_CommandKey
0x140028DA0	0x28DA0	97	console	original/console.c	console_CommandList
0x140028E10	0x28E10	428	console	original/console.c	console_CommandLoadKeys
0x140028FC0	0x28FC0	60	console	original/console.c	console_CommandLoadProgram
0x140029000	0x29000	54	console	original/console.c	console_CommandNew
0x140029040	0x29040	61	console	original/console.c	console_CommandRun
0x140029080	0x29080	1186	console	original/console.c	console_CommandSaveKeys
0x140029530	0x29530	60	console	original/console.c	console_CommandSaveProgram
0x140029570	0x29570	358	console	original/console.c	console_Display
0x1400296E0	0x296E0	43	console	original/console.c	console_EnableConsoleCommand
0x140029710	0x29710	211	console	original/console.c	console_Execute
0x1400297F0	0x297F0	1581	console	original/console.c	console_HandleConsole
0x140029E20	0x29E20	11	console	original/console.c	console_HideConsole
0x140029E30	0x29E30	2092	console	original/console.c	console_Init
0x14002A660	0x2A660	28	console	original/console.c	console_NabKeyboard
0x14002A680	0x2A680	81	console	original/console.c	console_NextLine
0x14002A6E0	0x2A6E0	147	console	original/console.c	console_Printf
0x14002A780	0x2A780	617	console	original/console.c	console_ProcessCommandLine
0x14002A9F0	0x2A9F0	13	console	original/console.c	console_ReleaseKeyboard
0x14002AA00	0x2AA00	173	console	original/console.c	console_ResetCommandLine
0x14002AAB0	0x2AAB0	11	console	original/console.c	console_ShowConsole
0x14002AAC0	0x2AAC0	54	console	original/console.c	findbinding
0x14002AB00	0x2AB00	146	console	original/console.c	findkey
0x14002ABA0	0x2ABA0	565	cube	original/cube.c	GPUcluts
0x14002ADE0	0x2ADE0	3	cube	original/cube.c	cube_GetCubeAmbientLight
0x14002ADF0	0x2ADF0	18	cube	original/cube.c	cube_HideMesh
0x14002AE10	0x2AE10	241	cube	original/cube.c	cube_InitVisibility
0x14002AF10	0x2AF10	2156	cube	original/cube.c	cube_NewWorldRender
0x14002B780	0x2B780	18	cube	original/cube.c	cube_ShowMesh
0x14002B7A0	0x2B7A0	1987	cube	original/cube.c	initUVs
0x14002BF70	0x2BF70	2994	cube	original/cube.c	plotsomecubes
0x14002CB30	0x2CB30	515	cube	original/cube.c	twatcameramatrix
0x14002CD40	0x2CD40	8	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::operator!=<IDxcBlobUtf8>
0x14002CD50	0x2CD50	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12CommandAllocator>
0x14002CD60	0x2CD60	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12CommandQueue>
0x14002CD70	0x2CD70	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12DescriptorHeap>
0x14002CD80	0x2CD80	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12Device>
0x14002CD90	0x2CD90	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12Fence>
0x14002CDA0	0x2CDA0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12GraphicsCommandList>
0x14002CDB0	0x2CDB0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12PipelineState>
0x14002CDC0	0x2CDC0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12Resource>
0x14002CDD0	0x2CDD0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ID3D12RootSignature>
0x14002CDE0	0x2CDE0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDXGIFactory6>
0x14002CDF0	0x2CDF0	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDXGISwapChain3>
0x14002CE00	0x2CE00	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDxcBlob>
0x14002CE10	0x2CE10	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDxcBlobUtf8>
0x14002CE20	0x2CE20	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDxcCompiler3>
0x14002CE30	0x2CE30	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDxcResult>
0x14002CE40	0x2CE40	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<IDxcUtils>
0x14002CE50	0x2CE50	4	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<ABI::Windows::Gaming::UI::IGameBarStatics>
0x14002CE60	0x2CE60	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDXGIAdapter1> >
0x14002CE90	0x2CE90	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDxcBlob> >
0x14002CEC0	0x2CEC0	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDxcBlobUtf8> >
0x14002CEF0	0x2CEF0	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDxcCompiler3> >
0x14002CF20	0x2CF20	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDxcResult> >
0x14002CF50	0x2CF50	40	d3dapp	original/d3d/d3dapp.cpp	IID_PPV_ARGS_Helper<Microsoft::WRL::ComPtr<IDxcUtils> >
0x14002CF80	0x2CF80	58	d3dapp	original/d3d/d3dapp.cpp	std::_Allocate_manually_vector_aligned<std::_Default_allocate_traits>
0x14002CFC0	0x2CFC0	270	d3dapp	original/d3d/d3dapp.cpp	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Construct<1,char const *>
0x14002D0D0	0x2D0D0	23	d3dapp	original/d3d/d3dapp.cpp	std::_Copy_backward_memmove<SpriteDraw *,SpriteDraw *>
0x14002D0F0	0x2D0F0	48	d3dapp	original/d3d/d3dapp.cpp	std::_Copy_memmove<unsigned char *,unsigned char *>
0x14002D120	0x2D120	48	d3dapp	original/d3d/d3dapp.cpp	std::_Copy_memmove<wchar_t const * *,wchar_t const * *>
0x14002D150	0x2D150	48	d3dapp	original/d3d/d3dapp.cpp	std::_Copy_memmove<SpriteDraw *,SpriteDraw *>
0x14002D180	0x2D180	569	d3dapp	original/d3d/d3dapp.cpp	std::vector<SpriteDraw,std::allocator<SpriteDraw> >::_Emplace_reallocate<SpriteDraw const &>
0x14026F6B0	0x26F6B0	43	d3dapp	original/d3d/d3dapp.cpp	`std::vector<SpriteDraw,std::allocator<SpriteDraw> >::_Emplace_reallocate<SpriteDraw const &>'::`1'::catch$0
0x14002D3C0	0x2D3C0	415	d3dapp	original/d3d/d3dapp.cpp	std::vector<wchar_t const *,std::allocator<wchar_t const *> >::_Emplace_reallocate<wchar_t const *>
0x14026F6E0	0x26F6E0	40	d3dapp	original/d3d/d3dapp.cpp	`std::vector<wchar_t const *,std::allocator<wchar_t const *> >::_Emplace_reallocate<wchar_t const *>'::`1'::catch$0
0x14002D560	0x2D560	191	d3dapp	original/d3d/d3dapp.cpp	std::_Tree_val<std::_Tree_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >::_Erase_tree<std::allocator<std::_Tree_node<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *>,void *> > >
0x14002D620	0x2D620	15	d3dapp	original/d3d/d3dapp.cpp	std::_Fill_zero_memset<int *>
0x14002D630	0x2D630	8	d3dapp	original/d3d/d3dapp.cpp	std::_Immortalize_memcpy_image<std::_Future_error_category2>
0x14002D640	0x2D640	7	d3dapp	original/d3d/d3dapp.cpp	std::_Is_all_bits_zero<int>
0x14002D650	0x2D650	392	d3dapp	original/d3d/d3dapp.cpp	std::_Med3_unchecked<SpriteDraw *,<lambda_5b4adf6faf65c01d426ffae0d97f784a> >
0x14002D7E0	0x2D7E0	2092	d3dapp	original/d3d/d3dapp.cpp	std::_Partition_by_median_guess_unchecked<SpriteDraw *,<lambda_5b4adf6faf65c01d426ffae0d97f784a> >
0x14002E010	0x2E010	518	d3dapp	original/d3d/d3dapp.cpp	std::_Pop_heap_hole_by_index<SpriteDraw *,SpriteDraw,<lambda_5b4adf6faf65c01d426ffae0d97f784a> >
